PRICES,Hour 01,Hour 02,Hour 03,Hour 04,Hour 05,Hour 06,Hour 07,Hour 08,Hour 09,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24
19/May/11,49.93,47.90,41.81,39.06,38.66,41.80,49.81,69.91,69.94,69.94,70.16,73.91,70.41,69.93,71.58,70.43,65.13,65.53,66.09,66.93,66.13,65.17,64.93,53.76
20/May/11,55.60,51.65,50.06,47.24,45.26,49.00,53.20,72.06,88.78,80.97,78.98,86.00,82.81,76.35,75.18,71.91,66.08,67.00,68.19,65.80,61.20,67.51,70.00,60.35
21/May/11,53.82,52.29,49.97,47.96,40.65,43.59,44.51,48.63,51.83,55.69,57.78,62.57,61.39,53.48,51.78,50.89,50.94,53.17,57.07,56.35,52.45,53.19,60.45,50.52
22/May/11,52.05,49.93,46.03,40.09,38.45,40.26,30.85,33.47,42.73,49.97,51.00,54.01,56.18,50.02,46.51,42.95,42.22,42.51,43.42,47.04,46.02,50.11,59.05,53.03
23/May/11,44.88,44.69,39.16,34.98,32.84,43.53,53.02,74.32,77.85,77.99,76.61,74.95,68.97,68.16,70.00,65.24,65.22,66.78,69.04,70.67,67.00,56.19,55.68,49.90
24/May/11,45.00,41.97,36.63,29.38,33.48,39.69,48.15,57.17,66.30,69.00,68.07,68.90,65.63,58.96,56.28,53.87,53.63,53.88,61.71,66.02,58.99,61.50,62.20,50.80
25/May/11,50.91,49.43,45.66,37.26,39.92,46.30,53.18,69.09,69.07,68.36,66.84,73.35,72.06,71.43,72.82,68.90,67.92,69.04,71.49,69.83,62.48,58.82,66.05,53.20
26/May/11,50.48,48.50,45.10,35.69,30.67,40.31,44.70,53.02,63.19,61.20,62.27,63.27,61.19,61.48,58.97,56.18,54.09,54.21,54.60,54.69,53.19,50.52,53.26,51.27
27/May/11,44.80,43.29,40.53,27.22,36.58,38.02,43.21,63.05,64.94,64.16,67.16,70.88,70.08,68.40,65.12,56.20,58.24,57.82,57.87,55.16,52.79,52.64,60.53,54.58
28/May/11,52.15,50.50,45.60,37.75,37.75,37.30,39.45,44.00,44.26,53.03,56.08,55.96,53.32,52.16,50.73,48.91,46.69,44.57,44.42,49.89,49.76,50.46,53.20,51.01
29/May/11,39.68,33.86,26.03,19.54,10.41,10.46,10.20,23.12,32.45,31.98,37.29,42.33,45.81,29.96,27.63,28.25,29.09,29.81,36.91,40.62,39.11,41.34,55.21,50.88
30/May/11,50.34,48.50,27.16,12.21,18.85,28.27,43.51,56.28,62.80,66.68,67.30,69.61,68.30,66.40,66.28,64.14,60.19,62.58,64.15,64.96,56.43,55.70,58.44,52.08
31/May/11,45.79,39.22,35.31,20.61,24.28,27.65,39.21,56.19,69.09,71.02,70.50,71.30,68.09,68.51,67.96,65.98,65.12,61.07,61.78,56.25,53.19,53.92,55.01,51.59
01/Jun/11,46.60,39.97,38.03,28.86,25.80,29.98,40.09,57.54,65.00,66.94,68.98,74.33,70.96,70.27,69.60,66.07,56.79,56.67,57.44,57.63,49.31,49.10,57.71,53.45
02/Jun/11,25.59,22.15,18.08,11.16,10.21,10.28,10.27,10.52,16.64,22.80,25.41,31.79,50.86,24.58,22.06,18.30,10.20,15.64,22.33,24.84,21.19,22.84,51.29,44.78
03/Jun/11,10.62,10.41,10.27,10.15,10.19,10.34,15.84,45.88,55.44,59.92,53.18,58.03,58.11,55.53,54.40,50.91,50.91,49.78,53.66,58.35,50.90,30.26,61.26,53.86
04/Jun/11,29.78,20.80,13.49,10.49,10.44,10.38,10.37,11.80,41.39,53.28,55.93,55.94,53.98,52.46,51.27,50.49,49.99,43.44,48.00,48.21,42.45,42.39,53.24,51.00
05/Jun/11,10.20,15.36,10.88,10.45,10.20,10.15,10.13,10.18,10.57,27.78,39.50,47.91,51.26,49.87,46.71,45.60,45.42,45.17,43.50,42.33,45.41,22.54,56.03,43.55
06/Jun/11,25.19,25.65,10.84,10.55,10.60,10.87,46.21,65.48,67.91,68.08,67.98,69.41,68.60,68.62,68.91,65.69,63.28,65.00,62.93,59.31,55.13,52.93,59.35,53.12
07/Jun/11,46.54,41.32,36.28,21.57,18.67,30.76,41.89,50.76,61.47,63.28,71.07,72.92,70.51,69.14,69.61,63.96,61.15,53.20,58.05,50.58,44.19,43.25,54.16,49.91
08/Jun/11,49.75,39.80,33.31,20.72,18.21,26.39,45.30,51.01,53.19,68.25,73.06,75.39,74.80,64.84,63.75,56.18,54.54,51.78,54.59,52.96,51.00,48.25,54.57,50.91
09/Jun/11,47.00,43.89,26.97,10.47,10.20,26.85,42.84,54.81,58.65,58.84,61.51,65.58,65.09,65.12,61.72,59.36,59.36,56.93,57.28,54.77,53.02,49.07,55.86,51.35
10/Jun/11,32.24,31.03,23.78,12.26,10.49,21.41,38.12,53.20,59.42,66.70,67.43,69.02,67.89,67.01,62.79,51.96,50.23,48.84,50.49,41.14,39.16,45.04,54.21,52.09
11/Jun/11,50.51,36.06,20.63,18.19,17.70,11.09,11.02,19.65,45.01,49.00,27.47,50.84,56.90,53.20,51.23,42.81,45.40,34.11,50.04,55.50,54.96,34.24,61.19,54.53
12/Jun/11,50.00,47.65,18.39,11.69,10.19,10.15,10.02,10.12,10.34,15.08,13.00,14.32,23.39,19.54,15.59,13.29,11.61,13.05,21.59,41.68,22.12,18.36,33.62,47.30
13/Jun/11,34.72,10.54,10.24,10.14,10.05,10.04,10.04,10.19,10.52,45.64,52.37,53.20,62.95,53.04,31.95,40.16,20.84,21.82,45.86,48.08,21.42,23.61,48.40,52.11
14/Jun/11,21.75,19.98,17.59,10.20,10.44,14.93,45.97,60.28,66.15,70.50,69.32,71.71,68.90,66.97,66.86,63.17,58.79,56.03,62.05,59.13,53.31,53.30,56.88,52.83
15/Jun/11,49.52,42.80,35.41,14.60,15.63,30.44,45.08,59.54,68.84,71.11,74.91,77.80,72.23,71.42,72.01,70.22,68.13,66.01,66.51,65.17,60.50,54.87,65.14,53.20
16/Jun/11,48.80,45.70,32.30,15.89,14.58,23.66,46.31,54.22,61.19,68.08,68.90,69.90,68.03,66.25,65.38,63.68,60.31,56.87,59.74,55.09,49.79,49.50,55.00,51.10
17/Jun/11,47.56,44.40,24.19,17.26,14.09,28.81,50.38,58.00,62.23,61.29,63.91,66.43,64.62,61.26,57.08,54.88,53.04,55.52,56.73,56.19,52.16,51.02,58.98,52.36
18/Jun/11,51.97,33.11,12.03,10.38,10.57,10.39,10.39,18.70,46.81,61.09,56.18,61.27,61.28,52.89,49.30,30.43,32.81,16.22,21.89,41.70,25.39,14.45,50.00,46.96
19/Jun/11,11.05,10.30,9.92,9.96,9.49,6.04,6.89,9.50,9.98,10.11,10.20,10.46,10.75,10.17,10.11,10.03,9.50,9.50,10.33,21.49,25.33,40.63,46.31,39.06
20/Jun/11,10.19,9.50,6.52,3.59,5.25,10.14,47.33,54.01,57.80,56.19,60.00,64.63,65.27,64.66,65.05,61.32,59.29,61.23,63.84,60.73,53.02,41.09,53.56,49.25
21/Jun/11,48.39,45.46,34.49,10.38,10.38,20.87,33.14,53.27,61.55,68.52,69.76,70.47,68.57,66.25,63.19,58.48,57.76,57.87,57.93,55.37,51.50,50.73,52.61,49.86
22/Jun/11,40.34,18.39,13.14,11.36,10.40,15.32,44.90,53.03,60.15,60.62,63.35,65.97,64.60,64.53,62.13,58.28,56.44,50.87,55.80,51.82,47.78,50.27,53.04,48.11
23/Jun/11,42.00,15.05,10.91,10.38,10.36,10.79,41.80,48.99,49.90,53.00,56.85,65.12,57.93,58.20,55.00,49.96,49.70,50.51,52.84,51.24,53.60,53.00,56.65,49.34
24/Jun/11,44.04,40.03,36.00,29.45,26.46,24.80,44.94,57.64,61.62,61.19,62.93,63.42,62.84,57.52,52.60,49.20,47.44,48.48,52.56,55.30,52.81,52.02,56.62,53.02
25/Jun/11,46.73,42.55,40.95,14.52,16.67,10.38,10.27,37.48,47.00,50.69,53.20,54.67,55.60,53.19,50.37,49.76,49.01,50.54,55.29,54.44,49.85,49.91,56.40,52.10
26/Jun/11,43.18,41.14,25.37,16.10,11.28,11.14,11.13,11.39,24.40,43.36,50.84,56.06,55.78,44.84,41.99,41.69,42.25,49.16,54.12,55.39,55.10,54.19,62.00,54.17
27/Jun/11,46.20,43.05,41.41,15.31,23.07,34.86,43.94,49.53,57.10,59.05,61.63,63.90,62.51,62.96,63.99,61.59,61.94,61.67,62.17,62.24,57.13,53.02,53.02,45.10
28/Jun/11,40.28,36.76,31.81,10.23,10.24,20.40,46.96,56.72,60.72,59.66,60.43,65.42,64.00,63.57,61.89,59.79,58.63,59.71,59.18,57.94,53.27,52.30,54.27,47.22
29/Jun/11,28.99,29.99,18.70,10.35,10.29,20.59,35.90,55.00,55.08,56.18,59.15,63.19,62.92,63.68,63.04,61.25,57.96,57.03,57.25,53.20,51.59,50.48,54.00,50.57
30/Jun/11,42.57,40.20,22.46,12.26,11.86,21.61,37.50,57.05,58.81,61.27,61.19,62.00,58.77,58.98,58.16,54.62,51.99,52.01,55.06,55.00,51.97,51.07,54.96,49.32
01/Jul/11,45.98,42.91,34.30,13.69,20.20,35.59,49.17,59.12,60.72,60.58,61.47,62.07,61.05,59.94,55.07,53.02,49.90,49.21,53.04,50.54,49.94,50.45,53.03,49.25
02/Jul/11,52.91,47.38,40.03,26.84,25.70,23.69,28.02,44.73,50.04,56.07,60.35,61.11,58.32,56.19,53.11,44.00,39.46,42.05,46.99,45.08,42.55,40.69,53.19,53.20
03/Jul/11,34.37,21.34,10.69,10.11,9.91,5.03,9.90,10.27,17.06,28.04,40.05,43.06,43.00,37.10,32.44,29.07,27.80,25.99,34.86,44.28,44.52,43.08,54.45,45.07
04/Jul/11,27.05,15.70,11.83,10.10,10.18,13.73,21.10,55.41,58.83,60.80,63.19,66.28,65.02,64.42,62.41,61.21,58.58,58.60,60.83,56.30,53.61,50.61,56.72,51.91
05/Jul/11,46.71,41.20,25.85,15.46,14.65,20.28,42.41,50.32,55.11,60.98,64.38,67.10,65.00,63.27,61.32,61.64,59.00,56.13,57.39,55.21,52.10,53.19,54.00,49.56
06/Jul/11,45.25,41.58,35.32,14.77,14.71,30.52,43.19,53.02,56.33,59.66,60.43,61.06,59.67,59.26,57.93,56.37,54.02,53.76,54.88,53.77,49.48,47.81,58.52,51.93
07/Jul/11,46.77,43.78,36.85,19.42,12.18,27.97,46.20,50.77,55.70,61.97,64.45,67.58,64.65,61.21,62.93,60.99,59.10,58.14,59.09,57.02,53.27,49.68,55.00,49.30
08/Jul/11,47.13,44.33,38.31,19.53,13.30,31.51,43.31,51.02,54.66,60.46,60.91,60.94,58.07,56.65,53.19,51.25,51.90,53.27,55.65,53.79,49.19,48.54,56.02,52.59
09/Jul/11,50.84,43.42,40.76,15.70,14.93,14.67,14.10,15.75,17.93,23.72,53.20,50.83,55.50,49.83,46.17,46.48,45.34,40.07,54.01,46.72,45.23,45.81,58.59,53.62
10/Jul/11,43.04,40.59,16.04,13.41,12.16,11.63,11.32,12.10,12.89,16.78,40.35,50.00,53.03,43.81,43.53,43.27,37.84,38.88,22.24,40.00,20.85,29.38,59.03,53.20
11/Jul/11,25.45,31.92,18.79,11.91,12.91,16.92,39.34,56.53,57.38,62.36,63.72,65.00,65.00,64.97,65.02,62.99,59.78,58.60,61.04,59.31,57.29,55.80,55.76,48.80
12/Jul/11,45.40,42.40,35.58,18.24,13.34,41.71,45.36,49.62,56.20,57.43,58.14,59.06,57.07,57.23,57.59,55.52,54.15,54.59,56.06,53.25,46.10,47.57,49.64,43.27
13/Jul/11,41.51,38.16,36.13,16.18,14.56,30.30,45.50,50.83,53.27,59.49,60.93,61.26,59.75,59.91,58.83,60.63,58.92,53.20,54.08,51.11,48.00,47.69,50.39,43.09
14/Jul/11,16.95,17.26,14.93,13.18,12.56,11.08,10.99,11.16,11.96,16.25,51.10,18.81,19.64,17.63,16.71,14.97,14.59,49.49,16.77,17.96,16.96,17.01,40.00,36.85
15/Jul/11,33.81,14.41,12.24,10.18,10.20,15.50,43.59,40.00,50.80,52.43,52.44,54.99,54.93,54.94,55.20,53.61,51.61,53.29,56.63,54.01,53.96,55.13,59.16,54.35
16/Jul/11,18.72,16.62,13.94,11.36,10.67,10.75,10.57,13.07,18.11,46.34,22.21,40.19,43.35,42.10,41.90,41.11,16.24,17.54,18.89,19.15,16.29,16.89,42.38,39.09
17/Jul/11,11.95,11.92,10.19,10.05,9.99,9.92,9.98,9.91,10.20,10.36,11.77,12.83,13.92,12.59,10.40,10.20,10.19,10.18,11.44,12.07,12.22,13.94,22.72,19.91
18/Jul/11,11.30,10.76,10.58,10.42,10.47,10.29,10.60,40.01,50.62,49.93,50.50,53.02,51.39,50.84,50.55,47.09,47.14,50.56,53.98,54.03,52.93,48.86,51.12,44.93
19/Jul/11,24.41,10.60,10.46,10.50,10.28,10.58,14.41,50.25,54.98,58.04,56.20,59.79,58.91,58.93,58.57,57.99,56.08,56.19,57.66,53.03,53.04,53.19,53.18,47.37
20/Jul/11,15.96,13.03,11.20,10.85,11.12,11.32,27.48,49.57,56.22,60.09,62.45,64.77,61.74,61.10,60.23,58.06,50.83,39.93,50.00,47.97,47.00,45.91,48.36,43.45
21/Jul/11,43.68,32.79,25.82,10.76,10.64,10.73,14.35,48.48,53.77,58.01,57.96,59.97,58.03,54.87,52.93,52.15,52.00,53.49,55.30,54.25,54.74,53.97,56.38,49.88
22/Jul/11,42.04,37.93,32.12,18.87,12.88,37.31,45.01,53.03,59.68,59.49,60.05,60.85,56.09,53.01,51.02,50.52,47.37,50.51,53.01,51.09,49.99,50.60,53.19,50.55
23/Jul/11,17.16,18.62,12.74,10.19,10.19,9.88,9.90,10.48,12.43,15.86,18.00,18.60,30.05,18.00,18.00,16.77,13.48,12.77,14.79,15.22,13.32,13.36,41.71,24.24
24/Jul/11,13.09,10.17,7.91,3.98,3.48,1.91,1.61,5.93,6.27,11.02,12.57,14.91,17.04,15.06,11.84,10.91,10.15,10.11,12.86,14.55,14.60,17.67,22.12,20.36
25/Jul/11,12.38,11.62,10.99,10.20,10.20,11.27,35.74,50.54,55.22,54.02,56.51,58.63,57.98,58.10,56.28,54.95,55.74,54.06,56.16,55.41,45.62,44.46,52.05,44.92
26/Jul/11,44.01,39.92,12.72,10.79,10.71,12.72,39.03,14.02,40.17,53.02,55.90,58.66,56.46,55.29,55.08,52.82,50.56,51.97,54.04,50.51,32.46,19.86,49.63,45.10
27/Jul/11,14.54,14.29,11.36,10.56,10.67,11.60,38.57,50.21,56.57,57.08,54.93,55.53,55.28,53.20,54.51,53.13,52.28,53.02,53.20,53.21,39.51,42.48,51.70,46.25
28/Jul/11,25.28,27.67,14.84,11.69,11.81,15.40,15.61,40.26,45.95,54.99,58.00,60.00,55.13,54.25,53.96,53.00,50.28,45.55,50.86,50.87,44.56,40.57,51.37,46.14
29/Jul/11,42.71,17.96,12.46,10.80,11.19,12.58,13.23,53.18,57.92,58.00,57.51,58.26,56.09,53.18,52.00,49.70,47.97,49.41,50.93,49.95,32.68,47.99,50.83,44.60
30/Jul/11,11.78,13.26,11.07,10.63,10.54,10.47,10.66,10.95,12.97,15.93,16.18,16.64,18.47,16.45,16.07,15.13,13.93,13.54,15.29,15.21,13.59,14.35,16.96,16.27
31/Jul/11,13.69,12.67,10.69,10.20,10.19,10.19,10.19,10.20,10.11,10.19,12.55,14.66,17.13,14.59,13.01,12.08,12.75,12.75,14.02,14.70,15.48,17.47,44.93,19.51
01/Aug/11,10.19,10.11,10.11,10.18,10.19,10.19,11.46,22.84,54.94,54.93,54.10,56.00,57.91,56.18,51.49,48.99,45.00,45.00,44.31,50.99,16.83,17.07,49.95,42.78
02/Aug/11,14.11,14.16,12.03,10.50,10.41,11.89,12.33,47.44,19.79,53.19,54.94,56.00,53.19,54.00,53.20,52.45,51.82,53.66,56.21,56.79,53.09,50.73,50.94,41.31
03/Aug/11,12.90,12.46,11.05,10.62,11.32,10.88,11.36,45.80,52.66,54.62,54.97,54.98,53.55,53.99,54.31,53.75,53.00,53.20,55.05,54.94,17.26,46.99,50.93,45.20
04/Aug/11,10.25,10.19,10.19,10.15,10.10,10.19,10.20,32.94,52.76,53.20,53.28,58.01,57.81,53.19,41.80,51.91,41.10,50.84,53.20,45.01,41.10,33.70,52.47,46.87
05/Aug/11,14.49,11.50,10.45,10.48,10.47,10.48,12.21,14.76,48.99,53.20,57.25,58.01,58.01,55.04,52.78,51.64,38.07,46.20,50.90,49.99,38.07,48.02,50.91,44.97
06/Aug/11,23.43,14.04,12.87,10.79,10.49,10.93,10.47,10.82,13.26,16.16,18.28,21.54,30.47,21.37,19.42,16.76,16.23,16.18,27.22,24.34,22.60,22.13,43.26,38.02
07/Aug/11,13.05,14.94,9.95,8.30,8.27,8.24,8.17,8.22,9.02,14.00,16.81,18.74,20.50,18.52,15.71,13.18,13.03,12.83,15.45,18.23,18.73,22.84,26.55,25.30
08/Aug/11,12.00,12.06,10.26,10.02,9.98,9.98,10.18,12.91,17.76,31.88,49.00,53.20,50.98,45.93,45.01,28.76,17.34,18.38,39.38,45.04,44.69,43.99,44.76,35.02
09/Aug/11,13.47,10.04,4.15,9.90,5.48,11.25,12.93,18.15,42.83,43.00,43.00,44.00,45.13,45.30,43.93,43.00,36.21,39.22,45.76,45.77,31.81,45.36,51.03,38.27
10/Aug/11,12.89,12.67,10.19,10.14,10.14,10.19,13.29,37.28,46.10,51.12,51.97,53.59,51.93,51.08,50.68,49.00,47.18,49.00,52.38,49.93,28.19,38.16,46.87,39.70
11/Aug/11,29.34,14.22,10.15,10.01,10.01,10.18,21.88,37.77,53.20,53.30,51.69,50.18,48.02,46.55,47.34,46.93,47.27,49.94,52.50,53.14,52.49,52.53,53.28,42.60
12/Aug/11,38.83,37.27,22.01,13.23,15.01,23.18,43.89,52.96,51.82,53.20,55.01,56.06,58.28,55.08,53.20,50.95,51.33,53.19,53.66,53.28,53.19,53.19,55.03,52.50
13/Aug/11,50.54,44.42,40.83,39.04,38.21,38.51,39.05,41.19,47.56,50.96,52.53,54.96,54.10,51.90,50.40,46.04,47.41,50.73,50.90,50.80,51.04,52.74,52.93,46.00
14/Aug/11,47.73,46.36,39.41,35.63,33.46,33.29,31.91,32.20,36.88,41.41,44.55,47.03,47.00,39.89,41.07,41.02,41.02,44.06,49.92,52.38,53.17,55.04,55.98,50.41
15/Aug/11,43.00,33.96,32.94,29.62,13.95,14.51,12.58,14.05,34.24,38.83,54.03,55.03,56.44,52.93,48.94,44.94,44.60,45.53,51.11,53.93,53.31,54.94,54.64,47.00
16/Aug/11,43.30,42.00,40.31,32.71,27.14,41.16,44.40,51.19,55.36,54.93,55.06,55.67,56.50,56.28,56.27,54.92,54.79,55.78,57.92,56.49,54.91,54.19,53.18,47.52
17/Aug/11,43.00,39.83,35.77,33.13,29.16,34.85,41.68,45.34,51.70,56.28,57.87,58.29,58.10,58.00,56.85,55.15,54.72,55.34,57.10,55.87,53.95,56.19,55.28,48.11
18/Aug/11,44.00,42.59,40.06,25.25,22.76,36.82,47.38,51.04,56.22,58.93,58.11,59.16,57.10,58.10,59.00,57.64,56.94,56.64,54.08,53.90,55.01,53.28,49.81,43.54
19/Aug/11,45.18,43.09,31.28,16.09,14.72,32.31,45.50,52.06,53.19,56.03,59.07,59.67,57.98,54.91,53.92,50.83,49.60,53.17,55.93,55.91,55.58,56.39,56.71,51.17
20/Aug/11,47.53,41.08,37.95,19.30,15.24,17.31,16.84,19.10,40.90,53.56,53.91,50.45,50.39,44.43,44.88,45.26,46.87,50.37,56.08,57.84,56.34,56.60,55.34,50.22
21/Aug/11,44.66,32.97,22.99,13.92,11.97,11.83,12.34,11.29,18.61,41.02,46.33,49.68,50.83,45.58,43.58,43.11,45.09,46.71,50.82,52.45,56.00,57.42,56.64,50.00
22/Aug/11,45.84,42.91,40.01,38.58,37.71,40.29,48.93,54.52,56.77,65.41,63.99,65.55,66.50,66.79,66.18,63.29,60.96,59.66,61.19,59.16,57.84,56.72,55.78,47.91
23/Aug/11,44.79,42.13,38.09,28.50,26.30,37.45,37.45,50.46,57.05,63.80,65.15,64.52,64.06,63.49,62.01,60.53,56.84,59.06,58.90,56.19,56.87,56.55,52.98,44.17
24/Aug/11,43.00,41.39,38.97,17.34,17.05,42.80,46.00,45.85,56.48,64.63,66.11,69.12,67.11,67.07,66.90,65.74,64.99,61.19,62.92,58.87,56.80,55.58,54.95,48.91
25/Aug/11,47.47,44.11,20.64,13.33,12.96,18.93,41.99,47.99,50.84,58.43,65.13,69.52,70.87,68.30,66.95,56.68,57.36,56.19,56.67,55.36,55.21,53.02,52.99,47.28
26/Aug/11,45.54,44.05,23.40,11.84,10.95,17.93,46.05,51.89,61.43,64.06,65.32,65.94,62.80,56.27,53.00,50.77,50.78,51.38,53.27,53.04,53.19,51.37,48.70,44.60
27/Aug/11,38.91,20.99,14.82,10.94,10.95,10.90,11.07,11.51,29.91,47.29,53.03,58.44,59.95,55.49,50.52,47.98,41.75,38.25,45.00,45.00,45.00,45.08,49.93,44.04
28/Aug/11,13.99,13.81,10.84,10.20,10.19,10.19,10.20,10.20,10.19,13.26,14.32,15.55,17.03,15.30,12.49,10.19,10.31,10.34,10.98,15.20,18.20,20.43,24.90,19.16
29/Aug/11,13.02,11.23,10.92,10.25,10.47,10.67,36.36,52.91,55.97,57.87,57.33,59.97,58.50,56.19,52.95,49.91,50.07,51.47,59.81,60.34,61.04,57.17,52.41,47.92
30/Aug/11,44.49,42.78,39.59,20.73,16.09,41.91,50.31,58.61,62.23,65.00,65.97,68.97,68.21,66.39,64.81,63.95,61.57,61.26,59.81,57.10,58.43,57.79,55.96,49.17
31/Aug/11,46.66,44.23,41.56,12.51,19.83,35.72,42.70,50.93,54.60,59.05,62.35,63.20,60.62,60.18,58.13,57.37,53.98,53.20,56.70,54.68,54.38,53.19,53.10,46.59
01/Sep/11,46.17,43.45,32.36,11.96,11.47,30.71,51.29,55.31,56.32,59.97,64.90,67.92,69.10,67.99,64.93,61.28,59.06,57.02,61.28,61.24,59.38,56.37,57.64,50.97
02/Sep/11,48.12,44.85,43.99,25.53,26.72,46.78,53.17,54.74,61.19,65.93,67.96,68.05,66.91,64.08,61.07,57.63,56.78,57.88,58.08,55.43,56.19,56.47,53.79,48.90
03/Sep/11,50.49,47.06,43.92,31.04,16.35,26.39,37.27,45.97,50.70,54.93,59.26,59.94,59.52,52.30,51.13,48.96,48.32,51.66,55.00,55.93,59.80,56.90,51.89,44.96
04/Sep/11,45.41,42.13,39.32,35.94,24.23,21.98,29.98,27.01,42.35,47.11,50.08,50.49,51.61,44.21,43.90,42.66,43.70,44.00,47.31,51.65,60.27,55.00,52.24,44.00
05/Sep/11,42.09,41.98,34.75,12.55,11.69,28.92,55.29,65.98,69.55,69.57,70.00,69.83,65.42,61.94,55.75,52.97,49.78,49.46,51.34,52.75,58.35,51.94,48.14,43.80
06/Sep/11,39.22,33.94,24.70,19.72,17.80,40.58,51.78,56.75,57.33,57.58,54.25,54.95,49.03,46.93,46.63,46.45,46.51,47.61,52.21,54.96,61.27,52.81,48.78,39.12
07/Sep/11,15.83,14.43,11.16,10.49,10.43,15.79,45.62,51.56,54.57,56.19,56.58,59.44,58.85,58.48,58.00,52.93,52.00,53.02,58.29,60.41,62.78,58.93,53.26,46.62
08/Sep/11,43.80,40.40,29.49,18.75,19.92,36.04,49.17,53.85,57.45,60.03,60.23,62.09,61.04,60.00,57.93,53.20,53.03,53.03,59.39,58.01,62.41,59.67,53.20,47.82
09/Sep/11,47.13,44.48,43.63,39.06,32.39,43.68,57.06,61.06,68.22,69.95,74.32,75.44,76.50,68.73,67.04,61.20,58.34,56.91,60.58,56.19,62.84,59.14,55.84,51.63
10/Sep/11,51.76,47.43,44.98,37.44,23.33,25.83,38.63,36.60,47.32,56.19,58.90,57.91,56.51,51.50,46.90,46.20,46.08,48.04,52.18,53.19,57.70,49.64,48.13,44.00
11/Sep/11,21.09,20.30,16.29,14.24,13.57,13.41,13.82,13.20,14.83,34.99,42.57,48.06,49.00,44.12,42.57,40.97,40.83,43.83,53.00,56.11,64.51,57.00,53.70,47.53
12/Sep/11,18.05,15.68,14.69,11.89,12.00,15.06,52.52,59.98,64.01,63.20,64.94,63.24,60.74,60.03,55.99,53.04,51.02,51.54,53.98,59.16,61.19,48.85,48.70,43.22
13/Sep/11,21.15,18.92,18.71,12.37,12.25,19.88,49.62,59.49,61.33,61.98,61.10,61.22,59.36,57.00,55.85,52.77,51.30,54.61,59.26,60.10,66.26,56.98,49.88,46.26
14/Sep/11,39.90,34.50,24.91,12.71,12.73,21.96,49.26,58.90,61.26,60.04,59.44,60.85,59.44,55.49,55.64,53.07,51.81,55.42,61.02,69.09,73.43,59.30,53.19,44.91
15/Sep/11,46.94,41.31,35.29,17.16,12.40,35.32,53.20,61.64,65.73,63.99,61.95,62.09,60.69,59.46,58.55,58.61,57.66,61.97,64.99,63.59,66.19,57.67,57.93,48.07
16/Sep/11,42.80,25.68,19.86,11.81,11.16,20.51,45.29,58.16,60.81,67.03,65.67,66.05,65.94,60.97,56.95,54.80,53.84,56.88,60.24,60.16,62.17,56.18,53.85,50.82
17/Sep/11,54.56,48.81,44.83,41.73,37.08,37.96,45.11,46.00,50.56,59.68,60.99,59.98,59.37,54.94,50.12,49.40,49.24,55.10,58.50,62.93,67.77,59.94,57.51,52.71
18/Sep/11,49.12,45.51,37.03,17.98,11.83,12.80,16.23,17.05,25.83,26.72,49.33,53.38,54.82,47.18,25.07,21.25,19.45,20.44,23.74,35.60,61.18,53.02,54.87,44.38
19/Sep/11,17.80,20.54,16.11,11.07,11.06,15.23,50.28,70.00,74.97,77.51,75.90,79.93,75.81,74.75,70.43,66.65,63.19,64.02,68.32,70.35,69.95,58.43,53.31,48.24
20/Sep/11,44.79,39.50,26.22,10.92,12.14,27.52,53.19,61.20,68.98,68.87,69.91,71.25,70.76,68.09,64.24,61.52,56.97,60.96,67.23,71.09,74.07,62.89,56.18,47.22
21/Sep/11,43.11,37.54,20.86,11.37,10.93,22.24,52.44,58.10,70.00,69.87,68.62,69.94,65.08,63.07,59.61,57.31,53.27,56.02,60.44,67.46,66.67,53.59,48.79,46.49
22/Sep/11,43.04,32.77,21.40,14.40,10.89,31.48,56.65,59.93,64.10,64.08,61.27,62.40,59.57,58.11,55.02,54.90,53.03,58.02,66.47,68.79,68.20,57.54,53.96,48.96
23/Sep/11,46.39,43.31,39.03,34.57,33.98,42.76,54.46,65.52,69.41,69.94,67.46,66.26,64.01,60.10,57.00,52.10,50.00,55.89,62.57,67.23,71.35,60.13,54.97,49.59
24/Sep/11,50.07,45.80,42.91,38.24,32.95,38.24,40.92,44.91,48.02,50.72,51.99,51.51,50.00,48.11,45.89,45.38,47.70,48.79,58.19,64.69,63.05,49.95,49.98,46.25
25/Sep/11,39.99,40.45,27.52,21.72,17.00,18.94,24.62,29.99,44.44,47.09,47.32,49.63,49.66,42.90,37.08,39.00,39.74,45.86,55.73,66.16,70.32,56.52,53.31,44.94
26/Sep/11,44.00,39.63,29.50,15.77,19.80,31.45,54.93,66.25,63.09,61.66,61.20,61.46,60.00,59.60,56.90,55.00,55.74,61.52,68.57,78.61,75.25,59.98,53.69,48.00
27/Sep/11,45.22,41.15,37.95,33.75,32.33,42.02,50.00,68.68,71.75,71.65,70.00,68.70,67.07,68.05,67.50,67.21,64.94,67.05,70.00,72.32,72.11,63.20,55.07,48.96
28/Sep/11,45.64,42.50,39.05,31.00,14.47,38.00,46.35,60.19,68.00,67.57,67.46,67.97,66.99,63.01,61.95,61.28,60.97,63.60,67.42,74.30,73.32,62.25,52.08,45.68
